"LOCATION",INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-01,101.5028,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-02,101.4815,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-03,101.3081,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-04,101.0173,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-05,100.8456,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-06,100.8856,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-07,101.0993,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-08,101.2771,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-09,101.4614,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-10,101.6086,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-11,101.4055,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1973-12,100.7577,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-01,99.8341,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-02,99.39653,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-03,99.49729,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-04,99.91687,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-05,100.2221,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-06,100.3005,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-07,100.2143,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-08,100.1216,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-09,100.0452,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-10,99.96442,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-11,99.89245,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1974-12,99.7975,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-01,99.67502,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-02,99.64259,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-03,99.58541,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-04,99.50676,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-05,99.42613,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-06,99.29891,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-07,99.09701,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-08,98.93607,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-09,98.80039,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-10,98.70384,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-11,98.82559,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1975-12,99.2886,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-01,100.0379,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-02,100.5367,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-03,100.6067,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-04,100.4066,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-05,100.2031,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-06,100.0938,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-07,100.0518,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-08,100.0351,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-09,100.0286,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-10,100.0607,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-11,100.2098,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1976-12,100.5723,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-01,101.1134,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-02,101.4637,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-03,101.491,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-04,101.268,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-05,101.0448,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-06,100.8365,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-07,100.6457,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-08,100.5122,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-09,100.3858,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-10,100.2596,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-11,100.2966,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1977-12,100.638,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-01,101.2069,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-02,101.526,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-03,101.4208,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-04,101.0185,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-05,100.694,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-06,100.5182,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-07,100.4239,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-08,100.3811,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-09,100.3328,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-10,100.2373,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-11,100.1169,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1978-12,99.99419,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-01,99.85371,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-02,99.76424,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-03,99.70158,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-04,99.63795,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-05,99.60459,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-06,99.59647,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-07,99.60558,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-08,99.62912,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-09,99.66032,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-10,99.66492,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-11,99.55004,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1979-12,99.15947,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-01,98.54762,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-02,98.05206,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-03,97.63344,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-04,97.21204,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-05,96.92738,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-06,96.76466,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-07,96.68037,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-08,96.60612,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-09,96.53281,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-10,96.42598,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-11,96.29903,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1980-12,96.16114,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-01,95.98514,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-02,95.84547,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-03,95.77615,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-04,95.75151,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-05,95.75542,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-06,95.80599,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-07,95.95167,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-08,96.06163,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-09,96.15712,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-10,96.30148,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-11,96.34569,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1981-12,96.26093,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-01,96.09444,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-02,96.05424,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-03,96.19862,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-04,96.47638,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-05,96.58243,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-06,96.47501,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-07,96.26966,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-08,96.02863,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-09,95.80721,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-10,95.57685,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-11,95.44646,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1982-12,95.41589,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-01,95.50625,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-02,95.63148,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-03,95.82607,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-04,96.11968,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-05,96.34273,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-06,96.46862,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-07,96.54977,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-08,96.59168,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-09,96.63084,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-10,96.69275,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-11,96.75277,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1983-12,96.83324,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-01,96.94347,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-02,96.9992,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-03,97.03042,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-04,97.12563,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-05,97.24162,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-06,97.42628,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-07,97.70254,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-08,97.88377,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-09,97.93349,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-10,97.94312,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-11,98.08228,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1984-12,98.43016,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-01,98.99539,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-02,99.36809,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-03,99.58564,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-04,99.71228,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-05,99.84416,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-06,100.0781,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-07,100.3638,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-08,100.5243,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-09,100.6221,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-10,100.767,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-11,100.9068,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1985-12,101.0484,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-01,101.2133,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-02,101.3114,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-03,101.3744,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-04,101.3935,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-05,101.4952,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-06,101.5403,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-07,101.4677,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-08,101.3445,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-09,101.2163,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-10,101.1664,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-11,101.1425,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1986-12,101.1171,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-01,101.0643,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-02,101.0168,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-03,100.9439,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-04,100.894,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-05,100.7977,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-06,100.6448,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-07,100.5328,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-08,100.5972,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-09,100.7578,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-10,100.7336,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-11,100.63,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1987-12,100.5651,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-01,100.5029,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-02,100.5255,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-03,100.6562,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-04,100.869,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-05,100.9897,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-06,101.071,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-07,101.1769,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-08,101.2854,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-09,101.3571,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-10,101.5136,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-11,101.7107,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1988-12,101.773,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-01,101.7535,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-02,101.7119,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-03,101.766,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-04,101.8315,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-05,101.8855,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-06,102.0285,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-07,102.1598,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-08,102.2323,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-09,102.2644,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-10,102.2826,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-11,102.3065,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1989-12,102.2661,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-01,102.121,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-02,101.997,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-03,101.9487,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-04,101.9091,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-05,101.8648,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-06,101.7847,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-07,101.5843,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-08,101.2383,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-09,100.853,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-10,100.4885,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-11,100.1614,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1990-12,99.92397,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-01,99.69792,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-02,99.68679,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-03,99.85477,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-04,99.93784,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-05,100.0071,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-06,99.9723,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-07,99.8308,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-08,99.70207,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-09,99.61957,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-10,99.53222,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-11,99.53001,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1991-12,99.54978,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-01,99.53638,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-02,99.51831,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-03,99.55756,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-04,99.65636,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-05,99.84509,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-06,100.1153,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-07,100.3107,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-08,100.4128,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-09,100.3622,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-10,100.1627,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-11,99.91608,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1992-12,99.76729,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-01,99.75355,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-02,99.66692,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-03,99.46556,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-04,99.29673,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-05,99.15761,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-06,99.15946,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-07,99.28522,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-08,99.54662,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-09,99.74707,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-10,99.82458,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-11,99.92148,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1993-12,99.92536,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-01,99.99229,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-02,100.1295,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-03,100.3192,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-04,100.5247,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-05,100.6753,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-06,100.7314,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-07,100.8036,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-08,100.9227,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-09,101.0142,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-10,101.0499,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-11,101.0677,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1994-12,101.0568,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-01,101.114,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-02,101.2166,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-03,101.2127,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-04,101.1322,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-05,101.0791,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-06,100.9785,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-07,100.9314,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-08,100.9818,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-09,101.0519,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-10,101.1787,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-11,101.1732,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1995-12,101.0338,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-01,100.8573,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-02,100.6436,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-03,100.425,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-04,100.4001,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-05,100.5005,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-06,100.5908,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-07,100.6861,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-08,100.7348,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-09,100.8406,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-10,101.0237,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-11,101.1146,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1996-12,101.2707,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-01,101.5039,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-02,101.6673,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-03,101.7628,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-04,101.8416,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-05,101.8128,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-06,101.8098,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-07,101.8379,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-08,101.8248,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-09,101.8468,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-10,101.8717,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-11,101.9436,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1997-12,102.0941,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-01,102.1911,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-02,102.2336,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-03,102.3181,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-04,102.326,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-05,102.3634,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-06,102.3247,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-07,102.1881,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-08,101.8324,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-09,101.38,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-10,101.076,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-11,101.0562,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1998-12,101.1111,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-01,101.0553,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-02,100.959,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-03,100.9013,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-04,100.9554,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-05,101.0238,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-06,101.1338,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-07,101.274,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-08,101.5064,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-09,101.795,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-10,102.0592,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-11,102.1714,
NLD,CCI,AMPLITUD,LTRENDIDX,M,1999-12,102.2971,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-01,102.401,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-02,102.4555,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-03,102.4952,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-04,102.4836,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-05,102.4161,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-06,102.3637,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-07,102.2696,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-08,102.2408,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-09,102.2603,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-10,102.3111,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-11,102.2616,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2000-12,102.0847,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-01,101.7807,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-02,101.4583,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-03,101.1618,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-04,100.9233,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-05,100.7252,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-06,100.4686,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-07,100.298,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-08,100.1593,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-09,100.0646,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-10,100.0094,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-11,100.1938,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2001-12,100.5694,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-01,100.9723,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-02,101.1137,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-03,101.0356,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-04,100.7781,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-05,100.4898,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-06,100.2082,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-07,99.94078,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-08,99.67725,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-09,99.44954,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-10,99.3094,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-11,99.17451,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2002-12,98.90501,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-01,98.53373,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-02,98.34499,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-03,98.32363,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-04,98.42332,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-05,98.54013,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-06,98.57191,
NLD,CCI,AMPLITUD,LTRENDIDX,M,2003-07,98.58763,
